,Date,latitude,longitude,bay_ID,place_name,V6,V5
261,6/25/21,54.726046,-132.124284,NICH_B,Nichols Bay,Rhinogobiops nicholsii,beach seine
262,6/25/21,54.726046,-132.124284,NICH_B,Nichols Bay,Cymatogaster aggregata,beach seine
263,6/25/21,54.726046,-132.124284,NICH_B,Nichols Bay,Pholis laeta,beach seine
264,6/25/21,54.726046,-132.124284,NICH_B,Nichols Bay,Sebastes maliger,beach seine
265,6/25/21,54.726046,-132.124284,NICH_B,Nichols Bay,Sebastes sp,beach seine
266,6/25/21,54.726046,-132.124284,NICH_B,Nichols Bay,Artedius spp.,beach seine
267,6/25/21,54.726046,-132.124284,NICH_B,Nichols Bay,Temessus cheiragonus,beach seine
268,6/25/21,54.726046,-132.124284,NICH_B,Nichols Bay,Oxylebius pictus,beach seine
269,6/25/21,54.726046,-132.124284,NICH_B,Nichols Bay,Brachyistius frenatus,beach seine
270,6/25/21,54.726046,-132.124284,NICH_B,Nichols Bay,Leptocottus armatus,beach seine
271,6/25/21,54.726046,-132.124284,NICH_B,Nichols Bay,Ronquilus jordani,beach seine
272,6/25/21,54.726046,-132.124284,NICH_B,Nichols Bay,Sebastes caurinus,beach seine
273,6/25/21,54.726046,-132.124284,NICH_B,Nichols Bay,Sebastes melanops,beach seine
274,6/26/21,54.740107,-132.153373,NICH_A,Nichols Bay,Syngnathus leptorhynchus,beach seine
275,6/26/21,54.740107,-132.153373,NICH_A,Nichols Bay,Cymatogaster aggregata,beach seine
276,6/26/21,54.740107,-132.153373,NICH_A,Nichols Bay,Zostera marina,hand
277,6/26/21,54.740107,-132.153373,NICH_A,Nichols Bay,Pholis laeta,beach seine
278,6/26/21,54.740107,-132.153373,NICH_A,Nichols Bay,Myoxocephalus polyacanthocephalus,beach seine
279,6/26/21,54.740107,-132.153373,NICH_A,Nichols Bay,Artedius spp.,beach seine
280,6/26/21,54.740107,-132.153373,NICH_A,Nichols Bay,Hexagrammos octogrammus,beach seine
281,6/26/21,54.740107,-132.153373,NICH_A,Nichols Bay,Leptocottus armatus,beach seine
282,6/26/21,54.740107,-132.153373,NICH_A,Nichols Bay,Oncorhynchus kisutch,beach seine
283,6/26/21,54.740107,-132.153373,NICH_A,Nichols Bay,Blepsias cirrhosus,beach seine
284,6/26/21,54.740107,-132.153373,NICH_A,Nichols Bay,Enophrys bison,beach seine
285,6/26/21,54.740107,-132.153373,NICH_A,Nichols Bay,Gasterosteus aculeatus,beach seine
286,6/26/21,54.740107,-132.153373,NICH_A,Nichols Bay,Hexagrammos stelleri,beach seine
287,6/26/21,54.740107,-132.153373,NICH_A,Nichols Bay,Temessus cheiragonus,beach seine
288,6/27/21,54.830481,-132.28609,NA,NA,Agarum clathratum,hand
289,6/27/21,54.830481,-132.28609,NA,NA,Fucus distichus,hand
290,6/27/21,54.830481,-132.28609,NA,NA,Pterosiphonia spp,hand
291,6/27/21,54.830481,-132.28609,NA,NA,Saccharina latissima,hand
292,6/27/21,54.830481,-132.28609,NA,NA,Saccharina spp,hand
293,6/27/21,54.830481,-132.28609,NA,NA,Ulva lactuca,hand
294,6/27/21,54.830481,-132.28609,NA,NA,Syngnathus leptorhynchus,beach seine
295,6/27/21,54.830481,-132.28609,NA,NA,Pholis laeta,beach seine
296,6/27/21,54.830481,-132.28609,NA,NA,Zostera marina,hand
297,6/27/21,54.830481,-132.28609,NA,NA,Hexagrammos stelleri,beach seine
298,6/27/21,54.830481,-132.28609,NA,NA,Cymatogaster aggregata,beach seine
299,6/27/21,54.830481,-132.28609,NA,NA,Lumpenus sagitta,beach seine
300,6/27/21,54.830481,-132.28609,NA,NA,Ophiodon elongatus,beach seine
301,6/27/21,54.830481,-132.28609,NA,NA,Artedius spp.,beach seine
302,6/27/21,54.830481,-132.28609,NA,NA,Gasterosteus aculeatus,beach seine
303,6/27/21,54.830481,-132.28609,NA,NA,Temessus cheiragonus,beach seine
304,6/27/21,54.830481,-132.28609,NA,NA,Clupea pallasii,beach seine
305,6/27/21,54.830481,-132.28609,NA,NA,Gadus macrocephalus,beach seine
306,6/27/21,54.830481,-132.28609,NA,NA,Parophrys vetulus,beach seine
307,6/27/21,54.830481,-132.28609,NA,NA,Sebastes caurinus,beach seine
308,6/27/21,54.830481,-132.28609,NA,NA,Citharichthys sordidus,beach seine
309,6/27/21,54.830481,-132.28609,NA,NA,Lepidogobius lepidus,beach seine
310,6/27/21,54.830481,-132.28609,NA,NA,Platichthys stellatus,beach seine
311,6/27/21,54.830481,-132.28609,NA,NA,Sebastes melanops,beach seine
312,6/28/21,54.872263,-132.308073,HUNT_A,Hunter Bay,Lumpenus sagitta,beach seine
313,6/28/21,54.872263,-132.308073,HUNT_A,Hunter Bay,Artedius spp.,beach seine
314,6/28/21,54.872263,-132.308073,HUNT_A,Hunter Bay,Zostera marina,hand
315,6/28/21,54.872263,-132.308073,HUNT_A,Hunter Bay,Pholis laeta,beach seine
316,6/28/21,54.872263,-132.308073,HUNT_A,Hunter Bay,Cymatogaster aggregata,beach seine
317,6/28/21,54.872263,-132.308073,HUNT_A,Hunter Bay,Oncorhynchus kisutch,beach seine
318,6/28/21,54.872263,-132.308073,HUNT_A,Hunter Bay,Syngnathus leptorhynchus,beach seine
319,6/28/21,54.872263,-132.308073,HUNT_A,Hunter Bay,Pallasina barbata,beach seine
320,6/28/21,54.872263,-132.308073,HUNT_A,Hunter Bay,Temessus cheiragonus,beach seine
321,6/28/21,54.872263,-132.308073,HUNT_A,Hunter Bay,Anoplarchus insignis,beach seine
322,6/28/21,54.872263,-132.308073,HUNT_A,Hunter Bay,Leptocottus armatus,beach seine
323,6/28/21,54.872263,-132.308073,HUNT_A,Hunter Bay,Citharichthys sordidus,beach seine
324,6/28/21,54.872263,-132.308073,HUNT_A,Hunter Bay,Gasterosteus aculeatus,beach seine
325,6/28/21,54.872263,-132.308073,HUNT_A,Hunter Bay,Myoxocephalus polyacanthocephalus,beach seine
326,6/28/21,54.872263,-132.308073,HUNT_A,Hunter Bay,Oncorhynchus nerka,beach seine
327,7/4/21,55.7073,-133.342,NOSK_A,Nossuk Bay,Metacarcinus gracilis,crab pot
328,7/4/21,55.7073,-133.342,NOSK_A,Nossuk Bay,Leptocottus armatus,crab pot
329,7/4/21,55.739816,-133.312022,GUKT_A,Guktu Bay,Metacarcinus gracilis,crab pot
330,7/4/21,55.739816,-133.312022,GUKT_A,Guktu Bay,Leptocottus armatus,crab pot
331,7/4/21,55.739816,-133.312022,GUKT_A,Guktu Bay,Telmessus cheiragonus,crab pot
332,7/4/21,55.739816,-133.312022,GUKT_A,Guktu Bay,Hexagrammos stelleri,crab pot
333,7/4/21,55.7073,-133.342,NOSK_A,Nossuk Bay,Squalus acanthias,crab pot
334,7/4/21,55.7073,-133.342,NOSK_A,Nossuk Bay,Telmessus cheiragonus,crab pot
335,7/6/21,55.59929,-133.16,SHIN_A,Shinaku Inlet,Metacarcinus gracilis,crab pot
336,7/6/21,55.49709,-133.17,NFEI_A,North Fish Egg Island,Cancer productus,crab pot
337,7/6/21,55.49709,-133.17,NFEI_A,North Fish Egg Island,Leptocottus armatus,crab pot
338,7/6/21,55.59929,-133.16,SHIN_A,Shinaku Inlet,Leptocottus armatus,crab pot
339,7/6/21,55.59929,-133.16,SHIN_A,Shinaku Inlet,Telmessus cheiragonus,crab pot
340,7/9/21,55.25051,-132.883,NATZ_A,Natzuhini Bay,Gasterosteus aculeatus,beach seine
341,7/9/21,55.25051,-132.883,NATZ_A,Natzuhini Bay,Cymatogaster aggregata,beach seine
342,7/9/21,55.25051,-132.883,NATZ_A,Natzuhini Bay,Lumpenus sagitta,beach seine
343,7/9/21,55.25051,-132.883,NATZ_A,Natzuhini Bay,Syngnathus leptorhynchus,beach seine
344,7/9/21,55.25051,-132.883,NATZ_A,Natzuhini Bay,Aulorhynchus flavidus,beach seine
345,7/9/21,55.25051,-132.883,NATZ_A,Natzuhini Bay,Pholis laeta,beach seine
346,7/9/21,55.25051,-132.883,NATZ_A,Natzuhini Bay,Lepidogobius lepidus,beach seine
347,7/9/21,55.25051,-132.883,NATZ_A,Natzuhini Bay,Cancer productus,crab pot
348,7/9/21,55.282137,-133.334028,REFU_A,Port Refugio,Telmessus cheiragonus,crab pot
349,7/9/21,55.25051,-132.883,NATZ_A,Natzuhini Bay,Temessus cheiragonus,beach seine
350,7/9/21,55.25051,-132.883,NATZ_A,Natzuhini Bay,Enophrys bison,beach seine
351,7/9/21,55.25051,-132.883,NATZ_A,Natzuhini Bay,Artedius spp.,beach seine
352,7/9/21,55.25051,-132.883,NATZ_A,Natzuhini Bay,Citharichthys sordidus,beach seine
353,7/9/21,55.25051,-132.883,NATZ_A,Natzuhini Bay,Leptocottus armatus,beach seine
354,7/9/21,55.25051,-132.883,NATZ_A,Natzuhini Bay,Citharichthys stigmaeus,beach seine
355,7/9/21,55.282137,-133.334028,REFU_A,Port Refugio,Leptocottus armatus,crab pot
356,7/9/21,55.25051,-132.883,NATZ_A,Natzuhini Bay,Limanda aspera,crab pot
357,7/9/21,55.282137,-133.334028,REFU_A,Port Refugio,Metacarcinus gracilis,crab pot
358,7/9/21,55.282137,-133.334028,REFU_A,Port Refugio,Pandalus danae,crab pot
359,7/9/21,55.25051,-132.883,NATZ_A,Natzuhini Bay,Parophrys vetulus,beach seine
360,7/9/21,55.282137,-133.334028,REFU_A,Port Refugio,Pycnopodia helianthoides,crab pot
361,7/10/21,55.282137,-133.334028,REFU_A,Port Refugio,Gasterosteus aculeatus,beach seine
362,7/10/21,55.282137,-133.334028,REFU_A,Port Refugio,Lumpenus sagitta,beach seine
363,7/10/21,55.282137,-133.334028,REFU_A,Port Refugio,Pholis laeta,beach seine
364,7/10/21,55.282137,-133.334028,REFU_A,Port Refugio,Sebastes melanops,beach seine
365,7/10/21,55.282137,-133.334028,REFU_A,Port Refugio,Artedius spp.,beach seine
366,7/10/21,55.282137,-133.334028,REFU_A,Port Refugio,Syngnathus leptorhynchus,beach seine
367,7/10/21,55.282137,-133.334028,REFU_A,Port Refugio,Cymatogaster aggregata,beach seine
368,7/10/21,55.282137,-133.334028,REFU_A,Port Refugio,Temessus cheiragonus,beach seine
369,7/10/21,55.282137,-133.334028,REFU_A,Port Refugio,Aulorhynchus flavidus,beach seine
370,7/10/21,55.282137,-133.334028,REFU_A,Port Refugio,Artedius harringtoni,beach seine
371,7/10/21,55.282137,-133.334028,REFU_A,Port Refugio,Clupea pallasii,beach seine
372,7/10/21,55.282137,-133.334028,REFU_A,Port Refugio,Hexagrammos stelleri,beach seine
373,7/10/21,55.282137,-133.334028,REFU_A,Port Refugio,Sebastes caurinus,beach seine
374,7/10/21,55.282137,-133.334028,REFU_A,Port Refugio,Anoplarchus insignis,beach seine
375,7/10/21,55.282137,-133.334028,REFU_A,Port Refugio,Artedius fenestralis,beach seine
376,7/10/21,55.282137,-133.334028,REFU_A,Port Refugio,Blepsias cirrhosus,beach seine
377,7/10/21,55.282137,-133.334028,REFU_A,Port Refugio,Cottidae,beach seine
378,7/10/21,55.282137,-133.334028,REFU_A,Port Refugio,Leptocottus armatus,beach seine
379,7/10/21,55.282137,-133.334028,REFU_A,Port Refugio,Myoxocephalus polyacanthocephalus,beach seine
380,7/10/21,55.282137,-133.334028,REFU_A,Port Refugio,Odontopyxis trispinosa,beach seine
381,7/10/21,55.282137,-133.334028,REFU_A,Port Refugio,Parophrys vetulus,beach seine
382,7/10/21,55.282137,-133.334028,REFU_A,Port Refugio,Platichthys stellatus,beach seine
383,7/10/21,55.282137,-133.334028,REFU_A,Port Refugio,Scorpaenidae,beach seine
384,7/10/21,55.282137,-133.334028,REFU_A,Port Refugio,Sebastes maliger,beach seine
385,7/11/21,55.49709,-133.17,NFEI_A,North Fish Egg Island,Pholis laeta,beach seine
386,7/11/21,55.49709,-133.17,NFEI_A,North Fish Egg Island,Gasterosteus aculeatus,beach seine
387,7/11/21,55.49709,-133.17,NFEI_A,North Fish Egg Island,Syngnathus leptorhynchus,beach seine
388,7/11/21,55.49709,-133.17,NFEI_A,North Fish Egg Island,Lumpenus sagitta,beach seine
389,7/11/21,55.49709,-133.17,NFEI_A,North Fish Egg Island,Aulorhynchus flavidus,beach seine
390,7/11/21,55.49709,-133.17,NFEI_A,North Fish Egg Island,Cymatogaster aggregata,beach seine
391,7/11/21,55.49709,-133.17,NFEI_A,North Fish Egg Island,Hemilepidotus spinosus,beach seine
392,7/11/21,55.49709,-133.17,NFEI_A,North Fish Egg Island,Leptocottus armatus,beach seine
393,7/11/21,55.49709,-133.17,NFEI_A,North Fish Egg Island,"Cancer productus, Cancridae",beach seine
394,7/11/21,55.49709,-133.17,NFEI_A,North Fish Egg Island,Hemilepidotus hemilepidotus,beach seine
395,7/11/21,55.49709,-133.17,NFEI_A,North Fish Egg Island,Platichthys stellatus,beach seine
396,7/11/21,55.49709,-133.17,NFEI_A,North Fish Egg Island,Sebastes auriculatus,beach seine
397,7/11/21,55.49709,-133.17,NFEI_A,North Fish Egg Island,Hemilepidotus sp.,beach seine
398,7/11/21,55.49709,-133.17,NFEI_A,North Fish Egg Island,Hexagrammos octogrammus,beach seine
399,7/11/21,55.49709,-133.17,NFEI_A,North Fish Egg Island,Artedius spp.,beach seine
400,7/11/21,55.49709,-133.17,NFEI_A,North Fish Egg Island,Citharichthys sordidus,beach seine
401,7/11/21,55.49709,-133.17,NFEI_A,North Fish Egg Island,Enophrys bison,beach seine
402,7/11/21,55.49709,-133.17,NFEI_A,North Fish Egg Island,Hexagrammos stelleri,beach seine
403,7/11/21,55.49709,-133.17,NFEI_A,North Fish Egg Island,Lepidogobius lepidus,beach seine
404,7/12/21,55.59929,-133.16,SHIN_A,Shinaku Inlet,Cymatogaster aggregata,beach seine
405,7/12/21,55.59929,-133.16,SHIN_A,Shinaku Inlet,Lumpenus sagitta,beach seine
406,7/12/21,55.59929,-133.16,SHIN_A,Shinaku Inlet,Gasterosteus aculeatus,beach seine
407,7/12/21,55.59929,-133.16,SHIN_A,Shinaku Inlet,Pholis laeta,beach seine
408,7/12/21,55.59929,-133.16,SHIN_A,Shinaku Inlet,Leptocottus armatus,beach seine
409,7/12/21,55.59929,-133.16,SHIN_A,Shinaku Inlet,Syngnathus leptorhynchus,beach seine
410,7/12/21,55.59929,-133.16,SHIN_A,Shinaku Inlet,Artedius spp.,beach seine
411,7/12/21,55.59929,-133.16,SHIN_A,Shinaku Inlet,Parophrys vetulus,beach seine
412,7/12/21,55.59929,-133.16,SHIN_A,Shinaku Inlet,Metacarcinus gracilis,beach seine
413,7/12/21,55.59929,-133.16,SHIN_A,Shinaku Inlet,Temessus cheiragonus,beach seine
414,7/12/21,55.59929,-133.16,SHIN_A,Shinaku Inlet,Hexagrammos stelleri,beach seine
415,7/12/21,55.59929,-133.16,SHIN_A,Shinaku Inlet,Lepidogobius lepidus,beach seine
416,7/12/21,55.59929,-133.16,SHIN_A,Shinaku Inlet,Artedius fenestralis,beach seine
417,7/12/21,55.59929,-133.16,SHIN_A,Shinaku Inlet,Brachyistius frenatus,beach seine
418,7/12/21,55.59929,-133.16,SHIN_A,Shinaku Inlet,Lepidopsetta spp.,beach seine
419,7/12/21,55.59929,-133.16,SHIN_A,Shinaku Inlet,Oncorhynchus kisutch,beach seine
420,7/13/21,55.7073,-133.342,NOSK_A,Nossuk Bay,Gasterosteus aculeatus,beach seine
421,7/13/21,55.7073,-133.342,NOSK_A,Nossuk Bay,Cymatogaster aggregata,beach seine
422,7/13/21,55.7073,-133.342,NOSK_A,Nossuk Bay,Aulorhynchus flavidus,beach seine
423,7/13/21,55.7073,-133.342,NOSK_A,Nossuk Bay,Lumpenus sagitta,beach seine
424,7/13/21,55.7073,-133.342,NOSK_A,Nossuk Bay,Pholis laeta,beach seine
425,7/13/21,55.7073,-133.342,NOSK_A,Nossuk Bay,Syngnathus leptorhynchus,beach seine
426,7/13/21,55.7073,-133.342,NOSK_A,Nossuk Bay,Artedius spp.,beach seine
427,7/13/21,55.7073,-133.342,NOSK_A,Nossuk Bay,Hexagrammos stelleri,beach seine
428,7/13/21,55.7073,-133.342,NOSK_A,Nossuk Bay,Blepsias cirrhosus,beach seine
429,7/13/21,55.7073,-133.342,NOSK_A,Nossuk Bay,Leptocottus armatus,beach seine
430,7/13/21,55.7073,-133.342,NOSK_A,Nossuk Bay,Temessus cheiragonus,beach seine
431,7/14/21,55.739816,-133.312022,GUKT_A,Guktu Bay,Pholis laeta,beach seine
432,7/14/21,55.739816,-133.312022,GUKT_A,Guktu Bay,Lumpenus sagitta,beach seine
433,7/14/21,55.739816,-133.312022,GUKT_A,Guktu Bay,Syngnathus leptorhynchus,beach seine
434,7/14/21,55.739816,-133.312022,GUKT_A,Guktu Bay,Gadus macrocephalus,beach seine
435,7/14/21,55.739816,-133.312022,GUKT_A,Guktu Bay,Gasterosteus aculeatus,beach seine
436,7/14/21,55.739816,-133.312022,GUKT_A,Guktu Bay,Artedius spp.,beach seine
437,7/14/21,55.739816,-133.312022,GUKT_A,Guktu Bay,Cymatogaster aggregata,beach seine
438,7/14/21,55.739816,-133.312022,GUKT_A,Guktu Bay,Leptocottus armatus,beach seine
439,7/14/21,55.739816,-133.312022,GUKT_A,Guktu Bay,Aulorhynchus flavidus,beach seine
440,7/14/21,55.739816,-133.312022,GUKT_A,Guktu Bay,Hexagrammos stelleri,beach seine
441,7/14/21,55.739816,-133.312022,GUKT_A,Guktu Bay,Temessus cheiragonus,beach seine
442,7/14/21,55.739816,-133.312022,GUKT_A,Guktu Bay,Lepidopsetta spp.,beach seine
443,7/14/21,55.739816,-133.312022,GUKT_A,Guktu Bay,Hexagrammos octogrammus,beach seine
444,7/14/21,55.739816,-133.312022,GUKT_A,Guktu Bay,Ophiodon elongatus,beach seine
445,7/14/21,55.739816,-133.312022,GUKT_A,Guktu Bay,Hemilepidotus sp.,beach seine
446,7/14/21,55.739816,-133.312022,GUKT_A,Guktu Bay,Ammodytes personatus,beach seine
447,7/14/21,55.739816,-133.312022,GUKT_A,Guktu Bay,Anoplarchus insignis,beach seine
448,7/14/21,55.739816,-133.312022,GUKT_A,Guktu Bay,Artedius fenestralis,beach seine
449,7/14/21,55.739816,-133.312022,GUKT_A,Guktu Bay,Blepsias cirrhosus,beach seine
450,7/14/21,55.739816,-133.312022,GUKT_A,Guktu Bay,Pallasina barbata,beach seine
451,7/14/21,55.739816,-133.312022,GUKT_A,Guktu Bay,Parophrys vetulus,beach seine
452,7/21/21,55.49709,-133.17,NFEI_A,North Fish Egg Island,Zostera marina,hand
453,7/22/21,55.59929,-133.16,SHIN_A,Shinaku Inlet,Zostera marina,hand
454,7/23/21,55.25051,-132.883,NATZ_A,Natzuhini Bay,Zostera marina,hand
455,7/24/21,55.282137,-133.334028,REFU_A,Port Refugio,Zostera marina,hand
456,7/25/21,55.739816,-133.312022,GUKT_A,Guktu Bay,Zostera marina,hand
457,7/26/21,55.7073,-133.342,NOSK_A,Nossuk Bay,Zostera marina,hand
458,8/6/21,55.585855,-133.215512,BTRB_A,Big Tree Bay,Zostera marina,hand
459,8/7/21,55.577767,-133.0941,KLWA_A,Klawock Airport,Zostera marina,hand
460,8/8/21,55.517981,-133.158075,CLAM_A,Clam island,Zostera marina,hand
461,8/9/21,55.50083,-133.1672,NFEI_B,North Fish Egg Island,Zostera marina,hand
462,8/11/21,55.219938,-131.735973,BOST_B,Bostwick Inlet,Acrosiphinia arcta,hand
463,8/11/21,55.219938,-131.735973,BOST_B,Bostwick Inlet,Agarum clathratum,hand
464,8/11/21,55.219938,-131.735973,BOST_B,Bostwick Inlet,Callophyllis firma,hand
465,8/11/21,55.219938,-131.735973,BOST_B,Bostwick Inlet,Callophyllis spp,hand
466,8/11/21,55.219938,-131.735973,BOST_B,Bostwick Inlet,Ceramium pacificum,hand
467,8/11/21,55.219938,-131.735973,BOST_B,Bostwick Inlet,Chondracanthus exasperatus,hand
468,8/11/21,55.219938,-131.735973,BOST_B,Bostwick Inlet,Constantinea rosa-marina,hand
469,8/11/21,55.219938,-131.735973,BOST_B,Bostwick Inlet,Corallina officinalis,hand
470,8/11/21,55.219938,-131.735973,BOST_B,Bostwick Inlet,Desmarestia aculeata,hand
471,8/11/21,55.219938,-131.735973,BOST_B,Bostwick Inlet,Dictyosiphon sp,hand
472,8/11/21,55.219938,-131.735973,BOST_B,Bostwick Inlet,Farlowia mollis,hand
473,8/11/21,55.219938,-131.735973,BOST_B,Bostwick Inlet,Fucus distichus,hand
474,8/11/21,55.219938,-131.735973,BOST_B,Bostwick Inlet,Gracilaria - Gracilariopsis sp.,hand
475,8/11/21,55.219938,-131.735973,BOST_B,Bostwick Inlet,Halosaccion glandiforme,hand
476,8/11/21,55.219938,-131.735973,BOST_B,Bostwick Inlet,Neogastroclonium subarticulatum,hand
477,8/11/21,55.219938,-131.735973,BOST_B,Bostwick Inlet,Neorhodomela aculeata,hand
478,8/11/21,55.219938,-131.735973,BOST_B,Bostwick Inlet,Neorhodomela oregana,hand
479,8/11/21,55.219938,-131.735973,BOST_B,Bostwick Inlet,Odonthalia flocossa,hand
480,8/11/21,55.219938,-131.735973,BOST_B,Bostwick Inlet,Odonthalia setacea,hand
481,8/11/21,55.219938,-131.735973,BOST_B,Bostwick Inlet,Osmundea spectabilis,hand
482,8/11/21,55.219938,-131.735973,BOST_B,Bostwick Inlet,Palmaria mollis,hand
483,8/11/21,55.219938,-131.735973,BOST_B,Bostwick Inlet,Polyneura latissima,hand
484,8/11/21,55.219938,-131.735973,BOST_B,Bostwick Inlet,Pterosiphonia hamata,hand
485,8/11/21,55.219938,-131.735973,BOST_B,Bostwick Inlet,Ptilota serrata,hand
486,8/11/21,55.219938,-131.735973,BOST_B,Bostwick Inlet,Saccharina latissima,hand
487,8/11/21,55.219938,-131.735973,BOST_B,Bostwick Inlet,Saccharina spp,hand
488,8/11/21,55.219938,-131.735973,BOST_B,Bostwick Inlet,Sarcodiotheca gaudichaudii,hand
489,8/11/21,55.219938,-131.735973,BOST_B,Bostwick Inlet,Schizymena pacifica,hand
490,8/11/21,55.219938,-131.735973,BOST_B,Bostwick Inlet,Soranthera ulvoidea,hand
491,8/11/21,55.219938,-131.735973,BOST_B,Bostwick Inlet,Sparlingia pertusa,hand
492,8/11/21,55.219938,-131.735973,BOST_B,Bostwick Inlet,Stephanocystis geminata,hand
493,8/11/21,55.219938,-131.735973,BOST_B,Bostwick Inlet,Ulva lactuca,hand
494,8/11/21,55.236796,-131.750555,BOST_A,Bostwick Inlet,Cymatogaster aggregata,beach seine
495,8/11/21,55.236796,-131.750555,BOST_A,Bostwick Inlet,Syngnathus leptorhynchus,beach seine
496,8/11/21,55.236796,-131.750555,BOST_A,Bostwick Inlet,Artedius spp.,beach seine
497,8/11/21,55.236796,-131.750555,BOST_A,Bostwick Inlet,Myoxocephalus polyacanthocephalus,beach seine
498,8/11/21,55.236796,-131.750555,BOST_A,Bostwick Inlet,Brachyistius frenatus,beach seine
499,8/11/21,55.236796,-131.750555,BOST_A,Bostwick Inlet,Pholis laeta,beach seine
500,8/11/21,55.236796,-131.750555,BOST_A,Bostwick Inlet,Ammodytes personatus,beach seine
501,8/11/21,55.236796,-131.750555,BOST_A,Bostwick Inlet,Apodichthys flavidus,beach seine
502,8/11/21,55.236796,-131.750555,BOST_A,Bostwick Inlet,"Pugettia producta, Majidae",beach seine
503,8/12/21,55.219938,-131.735973,BOST_B,Bostwick Inlet,Syngnathus leptorhynchus,beach seine
504,8/12/21,55.236796,-131.750555,BOST_A,Bostwick Inlet,Zostera marina,hand
505,8/12/21,55.219938,-131.735973,BOST_B,Bostwick Inlet,Aulorhynchus flavidus,beach seine
506,8/12/21,55.219938,-131.735973,BOST_B,Bostwick Inlet,Cymatogaster aggregata,beach seine
507,8/12/21,55.219938,-131.735973,BOST_B,Bostwick Inlet,Pholis laeta,beach seine
508,8/12/21,55.219938,-131.735973,BOST_B,Bostwick Inlet,Metacarcinus magister,beach seine
509,8/12/21,55.219938,-131.735973,BOST_B,Bostwick Inlet,Artedius spp.,beach seine
510,8/12/21,55.219938,-131.735973,BOST_B,Bostwick Inlet,Oncorhynchus clarkii,beach seine
511,8/12/21,55.219938,-131.735973,BOST_B,Bostwick Inlet,Temessus cheiragonus,beach seine
512,8/12/21,55.219938,-131.735973,BOST_B,Bostwick Inlet,Hexagrammos stelleri,beach seine
513,8/12/21,55.219938,-131.735973,BOST_B,Bostwick Inlet,Leptocottus armatus,beach seine
514,8/12/21,55.219938,-131.735973,BOST_B,Bostwick Inlet,Parophrys vetulus,beach seine
515,8/12/21,55.219938,-131.735973,BOST_B,Bostwick Inlet,Myoxocephalus polyacanthocephalus,beach seine
516,8/12/21,55.219938,-131.735973,BOST_B,Bostwick Inlet,Enophrys bison,beach seine